Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,114.56999969482422,115.08000183105469,113.94999694824219,114.51000213623047,109.10430145263672,6080900
2018-01-03,114.94999694824219,115.79000091552734,114.66000366210938,115.6500015258789,110.19047546386719,6946100
2018-01-04,116.25,117.36000061035156,116.02999877929688,116.08000183105469,110.60020446777344,7805300
2018-01-05,116.98999786376953,119.0,116.41999816894531,118.86000061035156,113.24897003173828,8590500
2018-01-08,118.61000061035156,120.4800033569336,118.06999969482422,119.33999633789062,113.70630645751953,6660700
2018-01-09,119.97000122070312,119.97000122070312,118.66000366210938,119.11000061035156,113.48714447021484,6562400
2018-01-10,118.69000244140625,119.05000305175781,117.45999908447266,118.9800033569336,113.36328887939453,7490300
2018-01-11,118.80000305175781,119.9800033569336,118.68000030517578,119.83999633789062,114.18268585205078,5982100
2018-01-12,120.12000274658203,120.3499984741211,119.70999908447266,120.08999633789062,114.42091369628906,5585800
2018-01-16,121.18000030517578,121.94000244140625,119.91000366210938,120.38999938964844,114.70671081542969,8803800
2018-01-17,121.19999694824219,122.16000366210938,120.7300033569336,121.9800033569336,116.22166442871094,7991500
2018-01-18,122.5199966430664,123.19999694824219,122.02999877929688,123.11000061035156,117.29830932617188,8661000
2018-01-19,123.05000305175781,123.6500015258789,121.91999816894531,122.69999694824219,116.90766906738281,8250700
2018-01-22,122.87000274658203,124.33000183105469,122.4000015258789,124.33000183105469,118.46073150634766,9355000
2018-01-23,124.5999984741211,125.51000213623047,124.20999908447266,124.6500015258789,118.76560974121094,5683300
2018-01-24,125.05000305175781,125.44999694824219,123.70999908447266,124.55000305175781,118.67033386230469,6425200
2018-01-25,125.0,125.47000122070312,124.62999725341797,125.22000122070312,119.30870819091797,7166400
2018-01-26,125.7699966430664,126.37999725341797,124.76000213623047,126.31999969482422,120.35679626464844,5604900
2018-01-29,126.73999786376953,126.87999725341797,124.69000244140625,124.83999633789062,118.9466552734375,6257900
2018-01-30,123.81999969482422,124.29000091552734,122.83999633789062,123.55000305175781,117.71754455566406,8154400
